"P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","GEO_ID","P002001","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048","NAME"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920036","3419","1906","1513","1444","1195","62","22","152","10","3","69","68","18","8","26","1","0","3","1","2","0","2","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.36, Los Angeles County, California"
"1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1400000US06037920037","7131","4165","2966","2790","1571","742","26","420","8","23","176","157","44","22","48","7","2","8","4","0","4","0","0","0","10","8","0","14","6","0","1","0","0","1","0","1","1","0","0","0","4","0","0","0","0","0","0","0","Census Tract 9200.37, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920038","4430","2197","2233","2135","1555","308","4","241","19","8","98","86","18","14","29","7","5","5","2","0","3","2","0","0","1","0","0","12","3","0","0","1","1","0","0","2","0","0","0","0","0","1","4","0","0","0","0","0","Census Tract 9200.38, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920039","1896","426","1470","1406","1218","34","6","140","2","6","64","64","6","4","40","4","7","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.39, Los Angeles County, California"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920040","3352","876","2476","2370","1694","205","12","438","7","14","106","96","23","1","44","0","6","0","3","0","1","6","0","0","4","8","0","9","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.40, Los Angeles County, California"
"1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1400000US06037920041","2871","1101","1770","1663","1029","332","10","275","4","13","107","92","23","17","22","7","2","7","10","0","2","0","0","0","2","0","0","11","4","0","2","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","Census Tract 9200.41, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920042","6769","1946","4823","4556","3229","425","24","839","28","11","267","253","58","34","112","4","5","10","24","1","1","1","0","0","2","1","0","14","5","1","0","0","2","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.42, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920043","5711","1336","4375","4203","2473","296","9","1409","4","12","172","164","27","7","104","1","4","0","10","0","2","0","0","0","9","0","0","8","1","3","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","Census Tract 9200.43, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920044","2686","651","2035","1954","1637","62","3","240","3","9","81","73","12","7","43","3","1","1","6","0","0","0","0","0","0","0","0","8","5","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.44, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920045","4622","928","3694","3560","2958","131","17","425","5","24","134","126","18","25","66","5","2","3","3","0","0","0","0","0","3","1","0","8","3","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9200.45, Los Angeles County, California"
"4","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1400000US06037920102","5668","1713","3955","3780","3036","192","20","512","12","8","175","153","28","32","66","2","6","2","0","0","1","0","0","1","4","9","2","12","3","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920104","2798","568","2230","2154","1917","72","7","155","1","2","76","74","24","10","25","1","6","0","0","0","1","0","0","0","7","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1400000US06037920106","3110","1703","1407","1323","1140","108","8","61","0","6","84","72","26","13","17","1","0","9","1","0","5","0","0","0","0","0","0","11","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 9201.06, Los Angeles County, California"
"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920107","3954","715","3239","3068","1890","169","2","1001","0","6","171","166","20","11","117","0","9","0","5","0","0","0","0","0","1","3","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.07, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920108","3439","469","2970","2845","1739","153","2","944","4","3","125","123","24","7","79","0","1","7","3","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.08, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920109","4493","667","3826","3691","2922","169","14","566","10","10","135","115","15","13","68","3","1","3","1","0","3","0","1","0","7","0","0","20","2","6","0","0","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.09, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1400000US06037920110","5010","605","4405","4249","3342","130","4","753","13","7","156","141","20","17","84","7","2","0","3","0","0","1","0","0","4","3","0","13","2","2","0","0","0","0","2","6","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.10, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920111","3246","638","2608","2497","2118","77","8","283","2","9","111","86","7","20","41","3","3","3","0","0","1","1","0","0","5","2","0","25","9","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.11, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920112","4287","788","3499","3402","2953","98","10","331","3","7","97","94","16","10","50","0","4","2","7","0","0","1","0","0","2","2","0","3","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.12, Los Angeles County, California"
"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920114","6490","1091","5399","5175","3599","252","17","1264","8","35","224","216","42","11","135","5","7","2","7","0","1","0","0","0","2","4","0","6","0","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.14, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920115","4149","634","3515","3389","2635","120","8","621","1","4","126","124","18","13","66","5","3","1","8","0","0","0","0","0","10","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Census Tract 9201.15, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920116","5181","1156","4025","3854","3190","139","20","490","7","8","171","157","39","18","87","6","1","0","2","1","0","0","0","0","3","0","0","14","1","0","0","0","6","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.16, Los Angeles County, California"
"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920118","6117","1412","4705","4518","3366","226","5","902","8","11","187","175","26","14","114","1","1","3","4","0","1","0","0","0","8","3","0","10","5","0","0","0","0","0","1","2","0","0","0","2","0","0","0","0","0","0","0","0","Census Tract 9201.18, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920119","1896","412","1484","1404","1027","89","3","283","1","1","80","75","12","12","46","0","0","0","3","0","0","0","0","0","2","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9201.19, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920200","6920","4110","2810","2805","684","2040","1","24","3","53","5","5","0","0","0","0","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9202, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920303","1446","244","1202","1140","803","56","7","272","2","0","62","60","3","5","30","0","4","1","4","0","0","1","0","0","3","9","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.03, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920312","5268","1483","3785","3647","3209","151","13","244","12","18","138","125","20","32","49","3","1","1","3","0","0","2","0","0","9","5","0","12","0","1","0","0","0","0","0","6","0","0","0","0","3","1","0","0","0","0","0","1","Census Tract 9203.12, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920313","6010","2134","3876","3745","3301","88","21","322","3","10","131","128","21","22","59","4","3","2","9","0","0","0","0","0","8","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.13, Los Angeles County, California"
"0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920314","2909","622","2287","2217","1904","72","11","221","7","2","70","61","10","6","38","0","3","1","1","0","1","0","0","0","1","0","0","7","1","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.14, Los Angeles County, California"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037920322","2895","706","2189","2133","1882","62","2","182","1","4","56","49","10","3","31","1","0","1","0","0","0","1","0","0","2","0","0","6","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.22, Los Angeles County, California"
"0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920326","6840","1275","5565","5358","3541","274","25","1493","0","25","207","191","22","20","101","7","13","0","9","0","1","1","0","0","10","7","0","14","1","10","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.26, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920328","1990","265","1725","1662","1355","79","6","210","2","10","63","61","8","9","35","0","2","0","0","0","0","0","0","0","4","3","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.28, Los Angeles County, California"
"0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037920329","5460","985","4475","4320","3759","111","14","420","6","10","155","143","23","19","70","11","7","2","6","1","0","0","0","0","4","0","0","10","3","4","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.29, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920330","5349","735","4614","4479","3770","102","6","589","4","8","135","130","14","16","87","2","3","1","3","0","0","0","0","0","2","2","0","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.30, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920331","4075","776","3299","3187","2742","83","2","341","6","13","112","108","15","10","65","5","3","2","6","0","0","0","0","0","1","1","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Census Tract 9203.31, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920332","2337","393","1944","1918","1707","56","15","120","3","17","26","25","3","1","14","2","0","0","2","0","0","0","0","0","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.32, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1400000US06037920334","6598","1066","5532","5356","4664","147","17","505","6","17","176","161","13","25","108","5","1","0","2","0","0","1","0","0","2","4","0","14","2","2","0","0","0","1","0","4","4","0","0","1","0","0","0","0","0","0","0","0","Census Tract 9203.34, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920336","7027","5218","1809","1745","1418","80","16","206","3","22","64","60","18","8","25","2","1","1","3","0","0","1","0","0","1","0","0","4","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.36, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037920337","7257","5226","2031","1919","1124","291","18","469","4","13","112","100","18","25","32","0","3","6","7","0","3","1","0","2","2","1","0","12","4","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 9203.37, Los Angeles County, California"
