"B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","B25063_025E","B25063_025M","B25063_026E","B25063_026M","B25063_027E","B25063_027M","GEO_ID","NAME"
"235","205","88","59","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","30","2","6","41","45","15","21","0","13","147","192","1400000US06037651201","Census Tract 6512.01, Los Angeles County, California"
"1016","154","1009","155","0","13","0","13","0","13","0","13","7","11","0","13","0","13","0","13","0","13","7","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","83","36","163","63","592","165","112","68","0","13","31","31","14","21","7","11","1400000US06037651221","Census Tract 6512.21, Los Angeles County, California"
"1723","329","1709","328","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","70","87","191","98","504","138","627","213","149","95","152","224","16","28","14","22","1400000US06037651222","Census Tract 6512.22, Los Angeles County, California"
"619","228","619","228","0","19","0","19","0","19","42","64","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","21","33","0","19","45","46","32","46","195","107","65","46","0","19","187","178","32","36","0","19","1400000US06037651302","Census Tract 6513.02, Los Angeles County, California"
"1219","260","1194","259","63","100","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","23","0","13","0","13","0","13","20","32","111","99","122","98","357","134","221","102","50","62","13","22","223","147","25","30","1400000US06037651304","Census Tract 6513.04, Los Angeles County, California"
"418","213","418","213","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","31","27","60","65","130","195","71","55","18","22","19","22","59","48","10","20","15","19","5","10","0","13","1400000US06037651401","Census Tract 6514.01, Los Angeles County, California"
"992","225","982","225","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","32","52","152","107","184","123","215","121","130","83","262","135","0","19","7","17","10","17","1400000US06037651402","Census Tract 6514.02, Los Angeles County, California"
"521","132","521","132","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","36","32","9","14","0","13","19","30","47","45","23","36","90","84","51","41","175","86","34","23","37","46","0","13","0","13","0","13","1400000US06037670001","Census Tract 6700.01, Los Angeles County, California"
"784","166","741","164","28","32","0","13","0","13","0","13","42","35","18","25","9","13","0","13","33","23","36","46","9","15","0","13","0","13","0","13","0","13","24","26","23","23","39","33","19","20","297","128","74","56","40","36","35","31","15","23","43","41","1400000US06037670002","Census Tract 6700.02, Los Angeles County, California"
"1193","213","1177","213","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","11","19","0","19","0","19","0","19","33","53","0","19","38","60","8","21","13","19","251","121","299","149","355","154","117","62","24","38","28","47","0","19","16","26","1400000US06037670003","Census Tract 6700.03, Los Angeles County, California"
"581","209","563","207","0","13","0","13","0","13","30","37","74","65","15","25","56","69","0","13","3","13","0","13","105","168","3","15","0","13","19","47","0","13","0","13","0","13","0","13","27","33","96","68","71","64","51","55","13","22","0","13","18","30","1400000US06037670101","Census Tract 6701.01, Los Angeles County, California"
"1091","217","1091","217","0","13","0","13","0","13","0","13","8","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","31","35","0","13","222","106","368","182","253","136","56","48","55","74","82","88","16","25","0","13","1400000US06037670102","Census Tract 6701.02, Los Angeles County, California"
"202","71","202","71","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","14","0","13","68","50","74","59","24","28","0","13","27","25","0","13","1400000US06037670201","Census Tract 6702.01, Los Angeles County, California"
"24","19","24","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","4","0","13","5","7","17","17","0","13","1400000US06037670202","Census Tract 6702.02, Los Angeles County, California"
"245","111","201","101","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","16","26","0","19","16","26","36","39","31","37","14","23","88","81","44","40","1400000US06037670324","Census Tract 6703.24, Los Angeles County, California"
"127","64","98","59","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","43","31","0","13","0","13","55","54","29","25","1400000US06037670326","Census Tract 6703.26, Los Angeles County, California"
"217","76","198","74","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","50","46","33","40","50","36","26","32","31","29","19","21","1400000US06037670328","Census Tract 6703.28, Los Angeles County, California"
"222","73","189","72","0","13","0","13","0","13","0","13","0","13","0","13","0","13","32","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","23","30","0","13","0","13","0","13","17","28","10","13","39","42","27","21","41","39","33","40","1400000US06037670405","Census Tract 6704.05, Los Angeles County, California"
"43","34","43","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","8","5","7","27","31","0","13","1400000US06037670406","Census Tract 6704.06, Los Angeles County, California"
"1212","256","1212","256","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","31","34","36","39","90","64","370","212","307","155","210","121","168","96","0","19","1400000US06037670407","Census Tract 6704.07, Los Angeles County, California"
"331","80","331","80","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","13","31","36","52","39","15","17","224","68","0","13","1400000US06037670413","Census Tract 6704.13, Los Angeles County, California"
"685","195","675","193","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","14","0","13","199","78","163","72","100","77","0","13","204","164","10","16","1400000US06037670416","Census Tract 6704.16, Los Angeles County, California"
"98","39","98","39","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","5","17","21","14","13","6","9","58","32","0","13","1400000US06037670417","Census Tract 6704.17, Los Angeles County, California"
"127","57","117","57","0","13","0","13","0","13","0","13","0","13","0","13","12","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","0","13","11","19","0","13","86","49","10","16","1400000US06037670418","Census Tract 6704.18, Los Angeles County, California"
"27","23","22","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","22","5","5","1400000US06037670500","Census Tract 6705, Los Angeles County, California"
"78","88","78","88","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","71","62","7","36","0","13","1400000US06037670603","Census Tract 6706.03, Los Angeles County, California"
"372","128","362","128","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","18","32","20","40","113","82","62","64","149","82","10","18","1400000US06037670604","Census Tract 6706.04, Los Angeles County, California"
"272","141","259","143","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","77","88","84","76","59","81","39","45","13","21","1400000US06037670701","Census Tract 6707.01, Los Angeles County, California"
"113","70","85","62","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","15","23","0","19","70","60","28","40","1400000US06037670702","Census Tract 6707.02, Los Angeles County, California"
"3181","352","3093","367","0","13","0","13","0","13","0","13","167","108","72","79","0","13","40","61","77","86","10","15","0","13","0","13","14","25","12","20","28","32","118","82","60","59","233","105","360","132","871","316","499","161","268","126","135","85","129","107","88","81","1400000US06037700101","Census Tract 7001.01, Los Angeles County, California"
"2894","522","2894","522","0","13","0","13","0","13","121","194","180","141","0","13","122","133","80","107","0","13","21","36","0","13","15","25","16","26","72","91","17","29","298","427","10","19","304","117","307","150","640","191","416","167","45","50","104","67","126","134","0","13","1400000US06037700102","Census Tract 7001.02, Los Angeles County, California"
"3946","496","3884","515","0","19","0","19","0","19","0","19","97","112","0","19","22","35","51","57","0","19","0","19","20","35","0","19","0","19","23","39","76","87","269","319","59","92","340","168","440","177","1021","314","643","237","661","405","108","90","54","66","62","75","1400000US06037700200","Census Tract 7002, Los Angeles County, California"
"2757","336","2717","344","0","19","48","77","0","19","17","28","61","81","18","29","55","92","0","19","48","69","0","19","0","19","18","29","0","19","18","27","0","19","36","41","52","54","297","127","250","132","942","303","458","195","168","106","139","95","92","70","40","43","1400000US06037700300","Census Tract 7003, Los Angeles County, California"
"2151","349","2108","344","0","13","0","13","0","13","0","13","16","27","0","13","0","13","0","13","0","13","0","13","0","13","64","101","0","13","0","13","0","13","0","13","53","71","149","103","252","199","481","187","466","165","365","157","145","104","117","89","43","40","1400000US06037700400","Census Tract 7004, Los Angeles County, California"
"1445","256","1445","256","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","43","52","38","47","0","13","0","13","253","127","189","134","473","216","210","120","138","97","31","36","70","67","0","13","1400000US06037700501","Census Tract 7005.01, Los Angeles County, California"
"1950","249","1943","250","0","13","0","13","0","13","0","13","67","65","29","47","26","32","0","13","16","24","17","26","16","27","32","50","0","13","0","13","0","13","18","29","57","71","132","69","75","52","549","177","469","168","177","118","132","81","131","112","7","15","1400000US06037700502","Census Tract 7005.02, Los Angeles County, California"
"146","80","123","68","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","47","61","0","19","48","60","28","43","23","27","1400000US06037700600","Census Tract 7006, Los Angeles County, California"
